Event ID,Title,Start,End,Timezone,Organization,Venue,Address,City,Region,Categories,Cost,Description,Public Source URL,Ticket URL,Source Category,Source Record IDs,Source Supplied IDs,Source URLs,Retrieved At
09c2d248-3e12-5f30-bf9e-ec4f4dbdb20e,Stuffie Sleepover at the Library Fundraiser,2026-08-19,,date-only,,,,,,,,"Drop off your stuffie at the library to help raise funds for the Kirkwood Library. Stuffies will participate in adventures and stay overnight with library staff. Pictures will be taken to see the fun they get up to. Drop off your stuffie by 6pm on Wednesday, August 19 and pick up Thursday, August 20. $15 for First Stuffie, $5 for each additional family member stuffie. Limit one stuffie per child. Reservations can be made at the circulation desk. Cash or Check donation to Friends of Kirkwood Library Only.",https://delawarelibraries.libcal.com/event/17263204,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,scenescout:10c49d7589c729db0d2dd2001380a697,https://delawarelibraries.libcal.com/event/17263204,2026-08-19T15:37:21.163Z
046b7d50-a252-5cdc-b956-1bd8406902d8,Summer Nights at Hagley,2026-08-19,2026-08-26,date-only,,,,,,Museums,,,https://delawarescene.com/,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,scenescout:666c790addbd238a632c4e844648d31b,https://delawarescene.com/,2026-08-19T15:37:21.163Z
322b46ba-2f5f-50e6-ae4d-95ab6ba3daf9,"Teddy Osei: ""Shifting Grounds""",2026-08-19,2026-09-04,date-only,Delaware Division of the Arts,,,,,Exhibitions; Galleries,,"A solo exhibition of new ceramic work by Delaware artist Teddy Osei, on view August 7 through September 4, 2026, at the Delaware Division of the Arts' Mezzanine Gallery.",https://arts.delaware.gov/news,,non-grantee,716b739b-6cd0-5285-92ac-f18b6603e173,scenescout:8e389d413e08e042722c210f5fe242b7,https://arts.delaware.gov/news,2026-08-19T15:37:21.163Z
22a92acd-e3ff-51b9-896a-a7c9eb700a69,SUMMER EATS | Free Lunch,2026-08-19T16:00:00Z; 2026-08-20T16:00:00Z; 2026-08-21T16:00:00Z,; ; ,America/New_York; America/New_York; America/New_York,,,,,,,,The Selbyville Public Library will be offering free lunch for children 18 and under. Meals must be enjoyed at the library. We look forward to serving you!,https://delawarelibraries.libcal.com/event/16297411,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,scenescout:66c4f4251e8b344616ffbf95d54f1dad,https://delawarelibraries.libcal.com/event/16297411,2026-08-19T15:37:21.163Z
1ffac56f-ca2d-503e-be8b-c500386519d6,Zoo Tunes: Jamie Parker,2026-08-19T16:00:00Z,,America/New_York,Brandywine Zoo,Brandywine Zoo,"{""street"":""1001 N. Park Dr."",""city"":""Wilmington"",""state"":""DE"",""postalCode"":""19802""}",Wilmington,Northern Delaware,Music,,Summertime at the zoo has never sounded quite so good! Join us for Zoo Tunes at noon! This concert series features a variety of local musicians and various music genres and is free with zoo admission. Buy tickets,https://brandywinezoo.org/event/zoo-tunes-jamie-parker,,non-grantee,f640d451-c6a8-53ae-aaff-62dee5634126,scenescout:2aa73cf294ffad077e2ed4ba137d56fa,https://brandywinezoo.org/event/zoo-tunes-jamie-parker,2026-08-19T15:37:21.163Z
be27dce1-88e9-53b1-aa91-97558e0e53de,Riverfront Summer Lunch Time Music Series with An'Letreece,2026-08-19T16:15:00Z,2026-08-19T17:15:00Z,America/New_York,Riverfront Wilmington,Hare Overlook Pavilion,,,,Riverfront Summer,,"Join Riverfront Wilmington for free live music at Hare Overlook Pavilion during the Lunchtime Music series featuring An’Letreece. An’Letreece is an award-winning singer, songwriter, and entertainer from Wilmington, Delaware, with more than 17 years of professional performance experience. Known for her powerful voice, soulful sound, and engaging stage presence. Additionally, she has performed throughout the region at concerts, celebrations, corporate events, and community gatherings. A longtime lead vocalist for Delaware’s premier cover band, Best Kept Soul, An’Letreece is also an accomplished independent recording artist with original music available on streaming platforms. Through Letreece Music LLC, she continues to create memorable live entertainment experiences while supporting and inspiring artists in her community.",https://riverfrontwilm.com/event/riverfront-summer-lunch-time-music-series-2-2-2-2-2-2-2-2-2/,,non-grantee,1da84f13-86be-5419-bec7-6bc0558696de,10001373-1787141700-1787145300@riverfrontwilm.com,https://riverfrontwilm.com/events/list/?ical=1; https://riverfrontwilm.com/events/list/?outlook-ical=1; https://riverfrontwilm.com/events/month/?ical=1; https://riverfrontwilm.com/events/month/?outlook-ical=1; https://riverfrontwilm.com/events/photo/?ical=1; https://riverfrontwilm.com/events/photo/?outlook-ical=1,2026-08-19T14:48:52.161Z
050b3c39-bb9d-534b-a3e5-e09e3b171b43,American Mahjong,2026-08-19T17:00:00Z,,America/New_York,,,,,,,,"Come and play American Mahjong at the Brandywine Hundred Library every Wednesday from 1pm to 3pm. This program is designed for experienced players who are familiar with both the rules and the tiles. Mahjong is a game of both skill and luck that originated in China many centuries ago. You are welcome to bring your own Mahjong set. Join your friends or come and make new ones. What: American Mahjong Where : Brandywine Hundred Library; Multipurpose Room A 1300 Foulk Road, Wilmington DE 19803 (302) 477-3150 When: Weekly Wednesdays 1-3pm Who: Anyone who knows the rules and tiles and wants to stay and play No registration required.",https://delawarelibraries.libcal.com/event/16072036,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,scenescout:39bddc9bb73873499624626667b602ac,https://delawarelibraries.libcal.com/event/16072036,2026-08-19T15:37:21.163Z
dfee12a8-c086-5908-bb30-add7b1d88622,Claymont Adult Coloring,2026-08-19T17:00:00Z,,America/New_York,,,,,,Visual Arts,,"“Looking for a fun way to unwind? 🎨 Join our Adult Coloring Program! It’s the perfect chance to relax, get creative, and enjoy some mindful me-time—plus you’ll meet great people along the way.”",https://delawarelibraries.libcal.com/event/15621808,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,scenescout:0ea7b62e8d3911b3a36a0d4b791f5754,https://delawarelibraries.libcal.com/event/15621808,2026-08-19T15:37:21.163Z
6d381b2b-6545-5603-b7f1-a129cb4ecf6e,Knot Your Average Fiber Group,2026-08-19T17:00:00Z,,America/New_York,,,,,,Visual Arts,,"Connect with other fiber enthusiasts for our weekly chatty gatherings, be you beginner or expert! Get tips or give them, it's up to you! To join our club, simply show up at our meeting with your project in hand. If you have questions or would like more information, email me at: cheryl.clem@newcastlede.gov",https://delawarelibraries.libcal.com/event/15959590,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,scenescout:a7be5598540a71c5d440eafd48918ad4,https://delawarelibraries.libcal.com/event/15959590,2026-08-19T15:37:21.163Z
acb5c183-4b72-5e70-86aa-97936258739c,Mah Jongg Open Play,2026-08-19T17:00:00Z,,America/New_York,,,,,,Visual Arts,,"Join us for our Mah Jongg Club for casual play. Doors open at 12:45 and play starts at 1. Registration is not required, but prior playing experience is preferred.",https://delawarelibraries.libcal.com/event/17280076,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,scenescout:50a836e7743abb7552bfa35a6bff4c28,https://delawarelibraries.libcal.com/event/17280076,2026-08-19T15:37:21.163Z
faf64a67-feab-52ca-adc7-f20fb20147f6,Virtual Mystery Book Group on ZOOM,2026-08-19T17:00:00Z,,America/New_York,,,,,,Literature & Poetry,,"Join us online for a monthly discussion of mystery books and authors via Zoom. All are welcome. This program will be conducted via Zoom. Registration is required with an email address . Participants will receive instructions for joining the Zoom meeting with the registration confirmation email (and also in a reminder email ONE HOUR before the event). Our book for this month is Hostage, by Clare Mackintosh. If you have any questions, contact James Idsardi at james.idsardi@newcastlede.gov",https://delawarelibraries.libcal.com/event/15519434,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,scenescout:1ee55ab5785c310a8c51f72689836c0f,https://delawarelibraries.libcal.com/event/15519434,2026-08-19T15:37:21.163Z
dbc111b9-f2bc-5f17-8bf6-8b5cf75eb3e8,"French Film: ""Rose""",2026-08-19T17:30:00Z,,America/New_York,,,,,,Film,,"After a half-century of happy marriage, sudden widowhood left Rose Goldberg (Françoise Fabian) rudderless, and her grown kids, mired in their own issues, weren't of much help. New acquaintance with outgoing generational peer Marceline (Michèle Moretti) helps bring her to the realization that there's experiences yet to be had and life yet to be lived. Not Rated; 1h 43m",https://delawarelibraries.libcal.com/event/13517107,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,scenescout:bc9108228ddb2007a7d8762afda044e3,https://delawarelibraries.libcal.com/event/13517107,2026-08-19T15:37:21.163Z
7cabfc8d-4547-53c6-9ead-1c2252936481,Italian Conversation Group,2026-08-19T17:30:00Z,,America/New_York,,,,,,Lectures & Workshops,,"Online Join Italian speakers 18+ to improve your Italian-speaking skills. Please note: basic Italian conversational ability is required. NOTE: this meeting is being conducted through Zoom . You MUST REGISTER to receive instructions for joining the meeting. If you need assistance with registration or getting your meeting invitation, please email the library . Basic written instructions for using Zoom may be found here and a brief video tutorial may be found here . Closed captioning is available for all our sessions. Information on enabling closed captioning in Zoom may be found here .",https://delawarelibraries.libcal.com/event/14977824,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,scenescout:19fa33c3dd472e0bbd7dacfa245976a4,https://delawarelibraries.libcal.com/event/14977824,2026-08-19T15:37:21.163Z
19057fee-8e50-5a1d-b0b6-802c5c93cb33,Read to Benjamin,2026-08-19T17:30:00Z,,America/New_York,,,,,,Literature & Poetry,,"Come read to Benjamin, a sweet, soft, beautiful golden retriever dog. He and his handler, Mrs. Karen, will give you a special book mark with his picture if you do! Benjamin will be with us every other Wednesday!",https://delawarelibraries.libcal.com/event/16961813,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,scenescout:c5e351bdc6ff9273560c518e294437d1,https://delawarelibraries.libcal.com/event/16961813,2026-08-19T15:37:21.163Z
6abaadea-287b-586c-b703-7359a1655497,Rock Painting for Adults,2026-08-19T17:30:00Z,,America/New_York,,,,,,Visual Arts,,Join us for a peaceful afternoon painting rocks! All materials provided.,https://delawarelibraries.libcal.com/event/17074760,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,scenescout:e1777379d32f4e171959aff82bb19a54,https://delawarelibraries.libcal.com/event/17074760,2026-08-19T15:37:21.163Z
ab338ca6-4ef5-5578-a8fe-09d79c02977a,Women's Club of Milton- Fundraising Comm,2026-08-19T17:30:00Z,,America/New_York,,,,,,,,,https://delawarelibraries.libcal.com/event/17006928,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,scenescout:1f86c9a235ef7b344a245ecba8d367c4,https://delawarelibraries.libcal.com/event/17006928,2026-08-19T15:37:21.163Z
d2b8a58c-beef-58ea-a7b6-15e794ecfae9,Author Talk with Stephanie Fowler,2026-08-19T18:00:00Z,,America/New_York,,,,,,Literature & Poetry,,"Local author Stephanie L. Fowler will be discussing her latest book, Into the Night, which covers the 1968 murders of Wicomico County Sheriff Samuel A. Graham and jailer Albert L. Kelly by a prisoner named Joseph J. Bartholomey, Jr. The shocking and sensational double homicide of a beloved sheriff and a hardworking jailer left many on Maryland's Eastern Shore devastated and heartbroken. Stephanie Fowler is a graduate of Washington College in Chestertown, Maryland and the winner of the 2001 Sophie Kerr Prize, the largest undergraduate literary award in the country. She won the award for a collection of creative nonfiction short stories about the Delmarva Peninsula. Into the Night is her third book.",https://delawarelibraries.libcal.com/event/17072452,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,scenescout:caa4f1c1d31658a0fa7219d84b9e500b,https://delawarelibraries.libcal.com/event/17072452,2026-08-19T15:37:21.163Z
66465966-4f86-5a1b-8468-dc35c3389b1c,Happy Bookers Book Club--RESCHEDULED,2026-08-19T18:00:00Z,,America/New_York,,,,,,Literature & Poetry,,"This program has been rescheduled for Monday, August 31st @ 2 pm Join Rachel for our next Happy Bookers meeting! The group meets on select months to discuss a chosen book. Books selected are works of fiction from various genres and authors. This month we will be reading Midnight at the Blackbird Cafe by Heather Webber. This program is designed to promote literacy, encourage critical thinking, foster social interaction, and promote diverse titles, ideas, and stories to the general public.",https://delawarelibraries.libcal.com/event/17438583,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,scenescout:217acc92f7519b10b4e645d91e8eed14,https://delawarelibraries.libcal.com/event/17438583,2026-08-19T15:37:21.163Z
e47e8471-ef58-525d-866c-1bff4f51199b,In Person Watercolor Workshop,2026-08-19T18:00:00Z,,America/New_York,,,,,,Visual Arts,,"This is a beginning watercolor program for adults who would like to explore watercolor. We will be painting small motifs that have been pre-stamped on watercolor paper suitable to be framed or added to a card or gift. No previous experience is necessary. Registration is required. You may bring your own watercolors and small detail ( # 0, 1, and 2) brushes if you have them. If not, we will have supplies available for your use. This is a chance to have fun and explore watercolor in a simple, easy way.",https://delawarelibraries.libcal.com/event/16624602,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,scenescout:f34921a787038a26b6a4e529eecec3a6,https://delawarelibraries.libcal.com/event/16624602,2026-08-19T15:37:21.163Z
ef897616-c292-5ca7-9f6a-51e2c962e2fc,Off the Shelf: Botany in Design,2026-08-19T18:00:00Z,,America/New_York,"The Henry Francis du Pont Winterthur Museum, Inc.",,,,,Visual Arts,,"Explore some of the floral wonders of the collection and how they influence a myriad of decorative arts including wallpaper, ceramics, glass, and textiles with Allie Alvis, curator of special collections . Free. Reservations required; limited to 30 participants. Register now.",https://www.winterthur.org/calendar/off-the-shelf-botany-in-design,,ddoa-grantee,5987d719-c990-590d-8264-662e56d31624,scenescout:78d8d84b1c9f2131802d9eaae973c2e1,https://www.winterthur.org/calendar/off-the-shelf-botany-in-design,2026-08-19T15:37:21.163Z
42c72aa0-9e12-50f5-a957-ebdc9e359249,Polaroid Party,2026-08-19T18:00:00Z,,America/New_York,,,,,,Visual Arts,,"Celebrate National Photography Day by attending our Polaroid party! Take photos, make frames, and decorate your new memories. All materials, including cameras, will be provided. If you want to bring your own Polaroid camera, you may do so. Registration is required and limited. Reminder: If you cannot attend the program, please cancel at least 24 hours in advance so we can offer your spot to someone on the waitlist. Missing two programs without notice may result in a temporary suspension of registration privileges. See full policy here. While we are undergoing renovations, we require registration for all Adult and Teen programs. Registration allows the library to maintain contact with you, the patrons, providing instructions on how and where to enter the program, along with other details. Please include your email in your registration for ease of communication. For ages 12-18. For more details, please email amanda.robertson@lib.de.us or call 302.422-8996",https://delawarelibraries.libcal.com/event/17211900,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,scenescout:da57092fff25805198b40a7292cc4fe0,https://delawarelibraries.libcal.com/event/17211900,2026-08-19T15:37:21.163Z
77092488-75b0-5996-b28b-244ca4fc90cb,3rd Space Wednesdays for Teens,2026-08-19T19:00:00Z,,America/New_York,,,,,,Music; Film,,"Not home. Not work/school. Just a place to feel welcome and be. - Tech Suite open for video games, music, movies, and friendship. - Teen Room for board games, computers, and space to meet up with friends. * For ages 13-19",https://delawarelibraries.libcal.com/event/17018524,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,scenescout:e3b4fb07ceb1aaea31c635bb24ce6e62,https://delawarelibraries.libcal.com/event/17018524,2026-08-19T15:37:21.163Z
0993853d-aa32-59b9-8d57-6a63ec251f85,DIY Star Garland,2026-08-19T19:00:00Z,,America/New_York,,,,,,Visual Arts,,Join the Milford Public Library for a fun craft night! Create a unique Star Garland using recycled book material and take home an extra special room decoration! The sky is the limit! *All supplies will be provided.,https://delawarelibraries.libcal.com/event/17098481,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,scenescout:ac486f420c8a866a0cb1673225619b0c,https://delawarelibraries.libcal.com/event/17098481,2026-08-19T15:37:21.163Z
16516cde-e62c-519b-89ac-edc3eb8d068c,Mad for Mahjong,2026-08-19T19:00:00Z,,America/New_York,,,,,,Lectures & Workshops,,"Unlock the Mystery of the Tiles Have you ever seen a game of Mahjong and wondered about those beautiful, clicking tiles? Now is your chance to learn! Join us for a beginner-friendly gathering, led by Jackie Pecoraro, where we break down the basics of this captivating game of strategy, skill, and a little bit of luck. We will focus on American Mahjong. If you have your own 2026 NMJL card or Mahjong game, feel free to bring it along! No experience required. Free to the public! What to Expect: Step-by-Step Guidance: We’ll walk you through the suits ( Bams, Craks, and Dots ), the honors ( Dragons and Winds ), and how to read the National Mah Jongg League card. Hands-on Play: No boring lectures here! You’ll be at a table with other learners, practicing how to ""Pung,"" ""Chow,"" and ""Charleston."" Low Pressure: This is a ""learning table"" environment. Questions are encouraged, and mistakes are just part of the fun. Community & Connection: Beyond the strategy, Mahjong is a fantastic way to meet neighbors and exercise your brain in a social setting. Who Should Attend? Absolutely everyone! Whether you’ve never touched a tile or you played years ago an d…",https://delawarelibraries.libcal.com/event/16729846,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,scenescout:30c5a3866045fd999bcbd1f354942c9e,https://delawarelibraries.libcal.com/event/16729846,2026-08-19T15:37:21.163Z
05f7f134-a197-50d5-8375-243ae52ce1e5,Queer Teens Club!,2026-08-19T19:00:00Z,,America/New_York,,,,,,Lectures & Workshops,,"A club for queer and questioning teens to come and hang out! Share interests, talk about your experiences, or just lounge with us! We'll be here on the 1st and 3rd Wednesdays of each month. Open to teen ages 13-18 years old. Ally friends welcome. No registration needed. Snacks available.",https://delawarelibraries.libcal.com/event/16706845,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,scenescout:e257f53426c52bf29676a527757a7b09,https://delawarelibraries.libcal.com/event/16706845,2026-08-19T15:37:21.163Z
5ef1c917-ca40-5241-953c-fdebfa58d16b,Women's Club of Milton - Community Engagement and Outreach (Bags to Mats),2026-08-19T19:00:00Z,,America/New_York,,,,,,,,Meeting reserved,https://delawarelibraries.libcal.com/event/16596492,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,scenescout:c5b8a900428abf3492c132a833bf5c34,https://delawarelibraries.libcal.com/event/16596492,2026-08-19T15:37:21.163Z
ddded651-de25-5f9c-9769-863601cf3545,Teen Time,2026-08-19T19:30:00Z,,America/New_York,,,,,,Literature & Poetry; Lectures & Workshops; Visual Arts,,"Join TEEN TIME hosted by the Claymont Library! Every Wednesday afternoon from 3:30-4:30 p.m. Discussions, ice breaker questions, book talks, games, crafts.",https://delawarelibraries.libcal.com/event/16721989,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,scenescout:e656b6171f04fe7373a919fd65569cc0,https://delawarelibraries.libcal.com/event/16721989,2026-08-19T15:37:21.163Z
6dd1eeb5-70c2-52a2-a701-9aed08a5246c,Crochet Club,2026-08-19T20:00:00Z,,America/New_York,,,,,,Visual Arts,,"Join us for Crochet Club, a fiber craft social for tweens and teens! Registration is preferred but not required. This is a meet up for crocheters and knitters alike. Ms. Ana is able to teach beginners how to crochet but not knitters. Please be aware that there is a limited supply of yarn and crochet hooks for beginners.",https://delawarelibraries.libcal.com/event/16514892,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,scenescout:9d72bde0b01f36265177a9f6db86bfdd,https://delawarelibraries.libcal.com/event/16514892,2026-08-19T15:37:21.163Z
c7fdfa82-90f1-5fbc-8be3-408fb1c820f3,Diane Billas | Superficial,2026-08-19T20:00:00Z,,America/New_York,,,,,,Literature & Poetry,,,https://delawarescene.com/,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,scenescout:a05d1d4655d148839c2f3a557522e44f,https://delawarescene.com/,2026-08-19T15:37:21.163Z
19dbe6eb-735e-5059-9378-dbfeb2dcc7bd,Teen Room Hours,2026-08-19T20:00:00Z; 2026-08-20T20:00:00Z,; ,America/New_York; America/New_York,,,,,,Visual Arts,,"Hey teens! Looking for a chill place to hang out after school? Make the Delaware City Library Teen Room your spot - play board games, try out our video game systems, get creative with art supplies, or just relax with friends. 💛 If you’re looking for something different, ask the staff - we’ve got plenty of ideas! Come hang, play, and create! 📅 Wednesdays & Thursdays ⏰ 4-7 PM 👥 Ages 12-17 | Max 10 teens at a time Come hang out - we can’t wait to see you! 😊",https://delawarelibraries.libcal.com/event/16103609,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,scenescout:019bc589d3fb1e154d59470e1a9945a5,https://delawarelibraries.libcal.com/event/16103609,2026-08-19T15:37:21.163Z
a0241cb1-6337-5d38-9a5f-5106fe25136a,Teen Sewing Series: Beginners Backpack,2026-08-19T20:00:00Z,,America/New_York,,,,,,Visual Arts,,"Roll into a new school year with a customized project! This month we will be making a full-sized backpack! Materials will be supplied by library. This program requires registration as there are limited machines available. By registering, you are assuming risk of personal injury while operating Library sewing machines. If there are any questions or concerns, please contact Library Assistant Morgan Gauthier-Walker at morgan.gauthier-walker@lib.de.us",https://delawarelibraries.libcal.com/event/16747403,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,scenescout:8eda85208e705ba14cbbfd803ee2c706,https://delawarelibraries.libcal.com/event/16747403,2026-08-19T15:37:21.163Z
8beddee6-9544-5e9c-b0fa-e0526b4afaae,Cooking with Cathy for Tweens & Teens: Oreo Fluff,2026-08-19T20:30:00Z,,America/New_York,,,,,,Visual Arts,,"Teens and tweens, ready to level up your kitchen skills? Join us for an epic, hands-on cooking experience where you'll master kitchen equipment, learn essential culinary tricks, and whip up delicious, simple recipes from scratch! This August, we’re making the ultimate crowd-pleaser: Oreo Fluff! This no-bake dessert is ridiculously delicious and only takes a few minutes to make - the ultimate teen / tween treat. Aimed at ages 10 - 15. We advise that you register if you're interested in attending. If a program is full, add your name to the waitlist. Last minute cancellations are common. Waitlisted patrons will be moved to the registration list when we receive cancellations. If you register and are unable to attend, please cancel your registration to make the slot available to someone else",https://delawarelibraries.libcal.com/event/16160215,,non-grantee,0a5d3b21-0a25-55a4-856d-f01ed6c7204b,scenescout:df3c940932e8a5b7e47da9f29498c834,https://delawarelibraries.libcal.com/event/16160215,2026-08-19T15:37:21.163Z
