venue ID,presenter ID (if different),title of program,categories,URL,box office phone,low price,high price,start date,start time,end date,ticket URL,description
946,,Keeper Talks,7,https://brandywinezoo.org/event/keeper-talks-174/,302-571-7788,,,08/19/2026,11:30 a.m.,,,"Join our keepers for weekly chats about the animals in the Zoo. Topics and animals change weekly, so there’s always something new to learn about our wild friends!"
,,,,,,,,08/20/2026,11:30 a.m.,,,
,,,,,,,,08/21/2026,11:30 a.m.,,,
,,,,,,,,08/22/2026,11:30 a.m.,,,
,,,,,,,,08/23/2026,11:30 a.m.,,,
,,,,,,,,08/24/2026,11:30 a.m.,,,
,,,,,,,,08/25/2026,11:30 a.m.,,,
,,,,,,,,08/26/2026,11:30 a.m.,,,
,,,,,,,,08/27/2026,11:30 a.m.,,,
,,,,,,,,08/28/2026,11:30 a.m.,,,
,,,,,,,,08/29/2026,11:30 a.m.,,,
,,,,,,,,08/30/2026,11:30 a.m.,,,
,,,,,,,,08/31/2026,11:30 a.m.,,,
,,,,,,,,09/03/2026,11:30 a.m.,,,
,,,,,,,,09/04/2026,11:30 a.m.,,,
,,,,,,,,09/05/2026,11:30 a.m.,,,
,,,,,,,,09/06/2026,11:30 a.m.,,,
,,,,,,,,09/10/2026,11:30 a.m.,,,
,,,,,,,,09/11/2026,11:30 a.m.,,,
,,,,,,,,09/12/2026,11:30 a.m.,,,
,,,,,,,,09/13/2026,11:30 a.m.,,,
,,,,,,,,09/17/2026,11:30 a.m.,,,
,,,,,,,,09/18/2026,11:30 a.m.,,,
,,,,,,,,09/19/2026,11:30 a.m.,,,
,,,,,,,,09/20/2026,11:30 a.m.,,,
,,,,,,,,09/24/2026,11:30 a.m.,,,
,,,,,,,,09/25/2026,11:30 a.m.,,,
,,,,,,,,09/26/2026,11:30 a.m.,,,
,,,,,,,,09/27/2026,11:30 a.m.,,,
,,,,,,,,10/03/2026,11:30 a.m.,,,
,,,,,,,,10/04/2026,11:30 a.m.,,,
,,,,,,,,10/10/2026,11:30 a.m.,,,
,,,,,,,,10/11/2026,11:30 a.m.,,,
,,,,,,,,10/17/2026,11:30 a.m.,,,
,,,,,,,,10/18/2026,11:30 a.m.,,,
,,,,,,,,10/24/2026,11:30 a.m.,,,
,,,,,,,,10/25/2026,11:30 a.m.,,,
,,,,,,,,10/31/2026,11:30 a.m.,,,
,,,,,,,,11/01/2026,11:30 a.m.,,,
,,,,,,,,11/07/2026,11:30 a.m.,,,
,,,,,,,,11/08/2026,11:30 a.m.,,,
,,,,,,,,11/14/2026,11:30 a.m.,,,
,,,,,,,,11/15/2026,11:30 a.m.,,,
,,,,,,,,11/21/2026,11:30 a.m.,,,
,,,,,,,,11/22/2026,11:30 a.m.,,,
,,,,,,,,11/28/2026,11:30 a.m.,,,
,,,,,,,,11/29/2026,11:30 a.m.,,,
946,,Zoo Tunes: Jamie Parker,9,https://brandywinezoo.org/event/zoo-tunes-jamie-parker/,302-571-7788,,,08/19/2026,12:00 p.m.,,,Summertime at the zoo has never sounded quite so good! Join us for Zoo Tunes at noon! This concert series features a variety of local musicians and various music genres and is free with zoo admission. Buy tickets
731,,Diane Billas | Superficial,8,,,,,08/19/2026,4:00 p.m.,,,
404,,Adult Book Club,"11,8",https://delawarelibraries.libcal.com/event/16793412,,,,08/19/2026,10:00 a.m.,,,Join readers for a lively and enlightening book discussion.
404,,Claymont Adult Coloring,11,https://delawarelibraries.libcal.com/event/15621808,,,,08/19/2026,1:00 p.m.,,,"“Looking for a fun way to unwind? 🎨 Join our Adult Coloring Program! It’s the perfect chance to relax, get creative, and enjoy some mindful me-time—plus you’ll meet great people along the way.”"
404,,Knitting Club,11,https://delawarelibraries.libcal.com/event/16793423,,,,08/19/2026,11:00 a.m.,,,Learn new stitches; work on group or individual projects. Bring needles and yarn...and a friend. All levels. Adults
404,,Teen Time,"8,7,11",https://delawarelibraries.libcal.com/event/16721989,,,,08/19/2026,3:30 p.m.,,,"Join TEEN TIME hosted by the Claymont Library! Every Wednesday afternoon from 3:30-4:30 p.m. Discussions, ice breaker questions, book talks, games, crafts."
,,GED Classes,7,,,,,08/19/2026,10:00 a.m.,,,
,,,,,,,,08/24/2026,10:00 a.m.,,,
,,,,,,,,08/26/2026,10:00 a.m.,,,
,,,,,,,,08/31/2026,10:00 a.m.,,,
2,,Teen Book Club,8,https://delawarelibraries.libcal.com/event/17243511,,,,08/19/2026,5:30 p.m.,,,Join use for a fun and interactive book discussion. Pizza and refreshments provided. Monthly book choice available at front desk to checkout. No registration needed. For ages 13-16.
1193,177,Rooted in Community: Craft Together and Fiber Art ~ Coverdale Farm Preserve,11,https://delawarenaturesociety.org/event/rooted-in-community-craft-together-and-fiber-art-coverdale-farm-preserve/,,,,08/19/2026,6:30 p.m.,,https://14360.blackbaudhosting.com/14360/rooted-in-community-craft-together-and-fiber-art--coverdale-farm-preserve,"Mingle with fellow makers to craft, chat, and unwind with snacks and good company. Bring a project or just yourself. Experiences fiber artist will be available to show off their talents | $12.00"
1193,177,"Rooted in Community: Craft Together, Aug 19 ~ Coverdale Farm Preserve",11,https://delawarenaturesociety.org/event/rooted-in-community-craft-together-aug-19-coverdale-farm-preserve/,,,,08/19/2026,6:30 p.m.,,https://14360.blackbaudhosting.com/14360/rooted-in-community-craft-together-aug-19--coverdale-farm-preserve,"Craving creativity? Tired of crafting alone? Mingle fellow makers to spark ideas in a fun, welcoming space. Bring a project—or just yourself! Whether expert or beginner, come craft, chat, and unwind with snacks and good company | $7.00"
3,,"Art Is Tasty: Mother and Son Assistant Chief Avery ""Leaving Tracks"" Johnson and Ms. Sarah ""Stump"" Johnson, Citizens of the Nanticoke Indian Tribe",11,,,,,08/19/2026,,08/23/2026,,
405,,Cooking with Cathy for Tweens & Teens: Oreo Fluff,11,https://delawarelibraries.libcal.com/event/16160215,,,,08/19/2026,4:30 p.m.,,,"Teens and tweens, ready to level up your kitchen skills? Join us for an epic, hands-on cooking experience where you'll master kitchen equipment, learn essential culinary tricks, and whip up delicious, simple recipes from scratch! This August, we’re making the ultimate crowd-pleaser: Oreo Fluff! This no-bake dessert is ridiculously delicious and only takes a few minutes to make - the ultimate teen / tween treat. Aimed at ages 10 - 15. We advise that you register if you're interested in attending. If a program is full, add your name to the waitlist. Last minute cancellations are common. Waitlisted patrons will be moved to the registration list when we receive cancellations. If you register and are unable to attend, please cancel your registration to make the slot available to someone else"
405,,Teen Room Hours,11,https://delawarelibraries.libcal.com/event/16103609,,,,08/19/2026,4:00 p.m.,,,"Hey teens! Looking for a chill place to hang out after school? Make the Delaware City Library Teen Room your spot - play board games, try out our video game systems, get creative with art supplies, or just relax with friends. 💛 If you’re looking for something different, ask the staff - we’ve got plenty of ideas! Come hang, play, and create! 📅 Wednesdays & Thursdays ⏰ 4-7 PM 👥 Ages 12-17 | Max 10 teens at a time Come hang out - we can’t wait to see you! 😊"
,,,,,,,,08/20/2026,4:00 p.m.,,,
352,,Read to Benjamin,8,https://delawarelibraries.libcal.com/event/16961813,,,,08/19/2026,1:30 p.m.,,,"Come read to Benjamin, a sweet, soft, beautiful golden retriever dog. He and his handler, Mrs. Karen, will give you a special book mark with his picture if you do! Benjamin will be with us every other Wednesday!"
127,,"French Film: ""Rose""",4,https://delawarelibraries.libcal.com/event/13517107,,,,08/19/2026,1:30 p.m.,,,"After a half-century of happy marriage, sudden widowhood left Rose Goldberg (Françoise Fabian) rudderless, and her grown kids, mired in their own issues, weren't of much help. New acquaintance with outgoing generational peer Marceline (Michèle Moretti) helps bring her to the realization that there's experiences yet to be had and life yet to be lived. Not Rated; 1h 43m"
127,,Teen Sewing Series: Beginners Backpack,11,https://delawarelibraries.libcal.com/event/16747403,,,,08/19/2026,4:00 p.m.,,,"Roll into a new school year with a customized project! This month we will be making a full-sized backpack! Materials will be supplied by library. This program requires registration as there are limited machines available. By registering, you are assuming risk of personal injury while operating Library sewing machines. If there are any questions or concerns, please contact Library Assistant Morgan Gauthier-Walker at morgan.gauthier-walker@lib.de.us"
362,,Crochet Club,11,https://delawarelibraries.libcal.com/event/16514892,,,,08/19/2026,4:00 p.m.,,,"Join us for Crochet Club, a fiber craft social for tweens and teens! Registration is preferred but not required. This is a meet up for crocheters and knitters alike. Ms. Ana is able to teach beginners how to crochet but not knitters. Please be aware that there is a limited supply of yarn and crochet hooks for beginners."
362,,Earn Your GED!,7,https://delawarelibraries.libcal.com/event/16031711,,,,08/19/2026,9:00 a.m.,,,"A GED credential will help you: Get a better job and earn more $$ Be ready for career training or college enrollment Prepare for work credentials Inspire your family and children to chieve educational goals Classes are small, with comfortable self-paced instruction followed up with one on one and group instruction. Stop by the library during class time for more information and/or to sign up. You may also visit www.polytechworks.com or call Polytech Adult Education at (302) 697-4545."
362,,Financial Literacy for Teens,7,https://delawarelibraries.libcal.com/event/16515374,,,,08/19/2026,4:30 p.m.,,,"This class is aimed for teens to teach them about financial literacy skills. Teens will learn how to do a budget, do career worksheets, play finance games, and watch interactive presentations. This is for ages 12-18. Registration is required. No-Show Policy for Library Programs To ensure that all Duck Creek Regional library programs are accessible to as many community members as possible, we ask participants to commit to attending the events they register for. If an individual registers for a program and fails to attend three times without providing prior notice of cancellation, they will no longer be eligible to register for future events for a period of 60 days . We encourage everyone to attend events they sign up for or notify us in advance if they are unable to attend, so that we can open the space to others."
362,,PAWS for Reading,8,https://delawarelibraries.libcal.com/event/16880628,,,,08/19/2026,4:30 p.m.,,,"Join a PAWS dog for a one-on-one reading session! Open to any age group! You can read to specially trained dogs and their handlers with no judgment, no criticism, and tons of tail wagging fun! Make sure to bring your own reading material! Registration is required! To sign up use the following link: https://signup.com/go/PTZfFah No-Show Policy for Library Programs To ensure that all Duck Creek Regional library programs are accessible to as many community members as possible, we ask participants to commit to attending the events they register for. If an individual registers for a program and fails to attend three times without providing prior notice of cancellation, they will no longer be eligible to register for future events for a period of 60 days. We encourage everyone to attend events they sign up for or notify us in advance if they are unable to attend, so that we can open the space to others."
406,,Virtual Mystery Book Group on ZOOM,8,https://delawarelibraries.libcal.com/event/15519434,,,,08/19/2026,1:00 p.m.,,,"Join us online for a monthly discussion of mystery books and authors via Zoom. All are welcome. This program will be conducted via Zoom. Registration is required with an email address . Participants will receive instructions for joining the Zoom meeting with the registration confirmation email (and also in a reminder email ONE HOUR before the event). Our book for this month is Hostage, by Clare Mackintosh. If you have any questions, contact James Idsardi at james.idsardi@newcastlede.gov"
353,,Mah Jongg Open Play,11,https://delawarelibraries.libcal.com/event/17280076,,,,08/19/2026,1:00 p.m.,,,"Join us for our Mah Jongg Club for casual play. Doors open at 12:45 and play starts at 1. Registration is not required, but prior playing experience is preferred."
74,,Mad for Mahjong,7,https://delawarelibraries.libcal.com/event/16729846,,,,08/19/2026,3:00 p.m.,,,"Unlock the Mystery of the Tiles Have you ever seen a game of Mahjong and wondered about those beautiful, clicking tiles? Now is your chance to learn! Join us for a beginner-friendly gathering, led by Jackie Pecoraro, where we break down the basics of this captivating game of strategy, skill, and a little bit of luck. We will focus on American Mahjong. If you have your own 2026 NMJL card or Mahjong game, feel free to bring it along! No experience required. Free to the public! What to Expect: Step-by-Step Guidance: We’ll walk you through the suits ( Bams, Craks, and Dots ), the honors ( Dragons and Winds ), and how to read the National Mah Jongg League card. Hands-on Play: No boring lectures here! You’ll be at a table with other learners, practicing how to ""Pung,"" ""Chow,"" and ""Charleston."" Low Pressure: This is a ""learning table"" environment. Questions are encouraged, and mistakes are just part of the fun. Community & Connection: Beyond the strategy, Mahjong is a fantastic way to meet neighbors and exercise your brain in a social setting. Who Should Attend? Absolutely everyone! Whether you’ve never touched a tile or you played years ago an d…"
261,,Summer Nights at Hagley,28,,,,,08/19/2026,,08/26/2026,,
261,,Summer Nights at Hagley - Presented by Dogfish Head,28,https://www.hagley.org/plan-your-visit/calendar/all-events,302-658-2400,,,08/19/2026,5:00 p.m.,,,"Relax and enjoy Hagley's beautiful property in the evening, Wednesdays in June, July, & August. Presented by Dogfish Head."
,466,Riverfront Summer Lunch Time Music Series with An’Letreece,9,https://riverfrontwilm.com/event/riverfront-summer-lunch-time-music-series-2-2-2-2-2-2-2-2-2/,,,,08/19/2026,12:15 p.m.,,,"Join Riverfront Wilmington for free live music at Hare Overlook Pavilion during the Lunchtime Music series featuring An’Letreece. An’Letreece is an award-winning singer, songwriter, and entertainer from Wilmington, Delaware, with more than 17 years of professional performance experience. Known for her powerful voice, soulful sound, and engaging stage presence. Additionally, she has performed throughout the region at concerts, celebrations, corporate events, and community gatherings. A longtime lead vocalist for Delaware’s premier cover band, Best Kept Soul, An’Letreece is also an accomplished independent recording artist with original music available on streaming platforms. Through Letreece Music LLC, she continues to create memorable live entertainment experiences while supporting and inspiring artists in her community."
408,,Chick Lit Book Group,8,https://delawarelibraries.libcal.com/event/15651948,,,,08/19/2026,7:00 p.m.,,,"Read and discuss entertaining, light reads by joining our fun book group! This month we will be discussing Dial A for Aunties by Jesse Sutanto. Copies will be available at the Information Desk after July 15, 2026."
408,,Knot Your Average Fiber Group,11,https://delawarelibraries.libcal.com/event/15959590,,,,08/19/2026,1:00 p.m.,,,"Connect with other fiber enthusiasts for our weekly chatty gatherings, be you beginner or expert! Get tips or give them, it's up to you! To join our club, simply show up at our meeting with your project in hand. If you have questions or would like more information, email me at: cheryl.clem@newcastlede.gov"
408,,Rock Painting for Adults,11,https://delawarelibraries.libcal.com/event/17074760,,,,08/19/2026,1:30 p.m.,,,Join us for a peaceful afternoon painting rocks! All materials provided.
1639,,CANCELLED -- KCPL Mobile Library -- Harmony at Kent,,https://delawarelibraries.libcal.com/event/16795624,,,,08/19/2026,11:30 a.m.,,,"Due to vehicle maintenance, this week's stop as been cancelled."
1639,,CANCELLED -- KCPL Mobile Library -- Kent County Administrative Complex,,https://delawarelibraries.libcal.com/event/16795596,,,,08/19/2026,10:15 a.m.,,,"Due to vehicle maintenance, this week's stop has been cancelled."
1639,,CANCELLED -- KCPL Mobile Library -- Kent County Recreation Center,,https://delawarelibraries.libcal.com/event/16795374,,,,08/19/2026,9:00 a.m.,,,"Due to vehicle maintenance, this week's stop has been cancelled."
1689,,In Person Watercolor Workshop,11,https://delawarelibraries.libcal.com/event/16624602,,,,08/19/2026,2:00 p.m.,,,"This is a beginning watercolor program for adults who would like to explore watercolor. We will be painting small motifs that have been pre-stamped on watercolor paper suitable to be framed or added to a card or gift. No previous experience is necessary. Registration is required. You may bring your own watercolors and small detail ( # 0, 1, and 2) brushes if you have them. If not, we will have supplies available for your use. This is a chance to have fun and explore watercolor in a simple, easy way."
1689,,PAWS for People: READ to a Dog,8,https://delawarelibraries.libcal.com/event/15908087,,,,08/19/2026,7:00 p.m.,,,"Read aloud to a furry, friendly therapy companion dog to help inspire a love of reading. Offered by PAWS for People . Registration required , so please call the Kirkwood Library at 302-995-7663 or stop in. Readers may sign up for a 15 minute session. Readers of many ages (4 & up) and stages are welcome."
1689,,Stuffie Sleepover at the Library Fundraiser,,https://delawarelibraries.libcal.com/event/17263204,,,,08/19/2026,,,,"Drop off your stuffie at the library to help raise funds for the Kirkwood Library. Stuffies will participate in adventures and stay overnight with library staff. Pictures will be taken to see the fun they get up to. Drop off your stuffie by 6pm on Wednesday, August 19 and pick up Thursday, August 20. $15 for First Stuffie, $5 for each additional family member stuffie. Limit one stuffie per child. Reservations can be made at the circulation desk. Cash or Check donation to Friends of Kirkwood Library Only."
228,,Queer Teens Club!,7,https://delawarelibraries.libcal.com/event/16706845,,,,08/19/2026,3:00 p.m.,,,"A club for queer and questioning teens to come and hang out! Share interests, talk about your experiences, or just lounge with us! We'll be here on the 1st and 3rd Wednesdays of each month. Open to teen ages 13-18 years old. Ally friends welcome. No registration needed. Snacks available."
88,,3rd Space Wednesdays for Teens,"9,4",https://delawarelibraries.libcal.com/event/17018524,,,,08/19/2026,3:00 p.m.,,,"Not home. Not work/school. Just a place to feel welcome and be. - Tech Suite open for video games, music, movies, and friendship. - Teen Room for board games, computers, and space to meet up with friends. * For ages 13-19"
88,,Financial Clarity After Loss | CANCELED,7,https://delawarelibraries.libcal.com/event/16257961,,,,08/19/2026,1:00 p.m.,,,"In-Person DUE TO CIRCUMSTANCES BEYOND OUR CONTROL, THIS CLASS IS CANCELED. A Money School seminar designed to support widows as they navigate financial decisions after loss. This compassionate session provides education, clarity, and reassurance in a pressure-free environment. What you’ll learn: Common financial considerations after loss Steps toward regaining confidence Where to focus first How planning can provide clarity Presented by Derrick J. Diksa, ChFC®, CLTC®, Associate Advisor at Black Diamond and instructor with The Money School, a program of the Delaware Community Reinvestment Action Council . Log in demoneyschool.org to register and to view the full class listing. To register by phone, call 1-302-298-3250. Registration is requested. Walk-ins are welcome as space allows."
88,,FreeWrite!,8,https://delawarelibraries.libcal.com/event/14977887,,,,08/19/2026,6:00 p.m.,,,"In-person FreeWrite! is an informal gathering of writers of ALL skill levels who meet to practice their writing in a friendly and nurturing atmosphere. The goal of the FreeWrites is to provide a place and an opportunity for people to have fun with their writing, to explore different genres, and to do this in the company of other writing enthusiasts. This FreeWrite is facilitated by Tom Hoyer, a Rehoboth Beach Writers Guild member who has experience in leading such groups. Participants write in response to prompts or their own preferences. Writing Prompts are often (but not always) designed to focus on a particular aspect of writing: the use of sensory details, the necessity of strong verbs, the craft of writing dialogue. You do not need to be a RBWG member to attend. For more information visit the RBWG website. No registration required."
88,,Italian Conversation Group,7,https://delawarelibraries.libcal.com/event/14977824,,,,08/19/2026,1:30 p.m.,,,"Online Join Italian speakers 18+ to improve your Italian-speaking skills. Please note: basic Italian conversational ability is required. NOTE: this meeting is being conducted through Zoom . You MUST REGISTER to receive instructions for joining the meeting. If you need assistance with registration or getting your meeting invitation, please email the library . Basic written instructions for using Zoom may be found here and a brief video tutorial may be found here . Closed captioning is available for all our sessions. Information on enabling closed captioning in Zoom may be found here ."
88,,Table in the Lobby | Delaware Online/The News Journal,,https://delawarelibraries.libcal.com/event/17336945,,,,08/19/2026,11:00 a.m.,,,"Representatives from Delaware Online/The News Journal will have a mobile newsroom in the lobby. Newsroom staffers will be available to answer questions about how they operate, listen to story ideas and community concerns and offer information on statewide resources"
5,221,"Teddy Osei: ""Shifting Grounds""","26,27",https://arts.delaware.gov/news/,,,,08/19/2026,,09/04/2026,,"A solo exhibition of new ceramic work by Delaware artist Teddy Osei, on view August 7 through September 4, 2026, at the Delaware Division of the Arts' Mezzanine Gallery."
1586,,Book Writing Seminar,8,https://delawarelibraries.libcal.com/event/17074994,,,,08/19/2026,5:30 p.m.,,,"Interested in advancing your legacy through the written word? Oceannapolis , a book-writing and coaching company, shows you how to become an author. From fiction to nonfiction, we get into the methods and mindsets to help you produce your manuscript. Join us for the interactive presentation and Q&A! While we are undergoing renovations, we require registration for all Adult and Teen programs. Registration allows the library to maintain contact with you, the patrons, providing instructions on how and where to enter the program, along with other details. Please include your email in your registration for ease of communication."
1586,,DIY Star Garland,11,https://delawarelibraries.libcal.com/event/17098481,,,,08/19/2026,3:00 p.m.,,,Join the Milford Public Library for a fun craft night! Create a unique Star Garland using recycled book material and take home an extra special room decoration! The sky is the limit! *All supplies will be provided.
1586,,Polaroid Party,11,https://delawarelibraries.libcal.com/event/17211900,,,,08/19/2026,2:00 p.m.,,,"Celebrate National Photography Day by attending our Polaroid party! Take photos, make frames, and decorate your new memories. All materials, including cameras, will be provided. If you want to bring your own Polaroid camera, you may do so. Registration is required and limited. Reminder: If you cannot attend the program, please cancel at least 24 hours in advance so we can offer your spot to someone on the waitlist. Missing two programs without notice may result in a temporary suspension of registration privileges. See full policy here. While we are undergoing renovations, we require registration for all Adult and Teen programs. Registration allows the library to maintain contact with you, the patrons, providing instructions on how and where to enter the program, along with other details. Please include your email in your registration for ease of communication. For ages 12-18. For more details, please email amanda.robertson@lib.de.us or call 302.422-8996"
359,,Women's Club of Milton - Community Engagement and Outreach (Bags to Mats),,https://delawarelibraries.libcal.com/event/16596492,,,,08/19/2026,3:00 p.m.,,,Meeting reserved
359,,Women's Club of Milton- Fundraising Comm,,https://delawarelibraries.libcal.com/event/17006928,,,,08/19/2026,1:30 p.m.,,,
66,,Annie,10,,,,,08/19/2026,,08/30/2026,,
,,Live Music with Matt Avery Every Wednesday at The Purple Parrot,9,,,,,08/19/2026,,08/27/2026,,"Recurring weekly until Thu, Aug 27."
275,,Junior Artists: Sensory Art Class,11,https://delawarelibraries.libcal.com/event/16242433,,,,08/19/2026,10:30 a.m.,,,"This class will be held at the Rehoboth Beach Convention Center, Conference Room 1. This sensory and art class will be inspired by a different book or theme each class. Class will begin with a read aloud followed by a make and take art activity and ending with two sensory stations for children to explore and play with. This class will be a mix of instructor lead and child lead. While a teacher will be onsite to facilitate, we allow the children to have lots of room for exploration, play, problem solving, and self expression. Ages 2-5! Limited to 16 seats! Registration is required!"
1349,,Resin D20 Dice Making Class: Session 2,7,https://delawarelibraries.libcal.com/event/17117600,,,,08/19/2026,6:00 p.m.,,,"Dive into the enchanting realm of dice craftsmanship with our Resin D20 Dice Making Workshop! This immersive two-day class, taking place on Monday, Aug 17 and Wednesday, Aug 19th, is a comprehensive journey from safety to creativity, designed to empower participants with the art of handmade dice creation. Note, this is the 2nd session of our 2 day dice workshop! To register for the class, please head over to https://delawarelibraries.libcal.com/event/17117599 Day 2: Bringing Luck to Life Demolding: Discover the art of carefully removing your creations from molds, ensuring they retain their intricate details. Finishing Work: Learn the techniques and tips for refining your dice, making them playable and aesthetically pleasing. I hope you leave the workshop not only with newfound knowledge but also with a handcrafted set of d20 dice, ready to add a touch of your creativity to your gaming adventures. Unleash your inner artisan and join us for two days of creativity, camaraderie, and the joy of bringing personalized luck to your gaming table. This is a 2 session class! Please be prepared to come to both sessions to complete your one of a kind dice sets! Registration is required! Have questions or concerns? Please email karen.loiseau@newcastlede.gov."
1349,,Trivia for Teens: STATES,,https://delawarelibraries.libcal.com/event/16955200,,,,08/19/2026,6:00 p.m.,,,How well do you know the States of the USA? Come and test your knowledge against your peers to win a prize! For tweens and teens! Teams of up to 3 people are allowed. Registration is preferred. FIND STATE FACTS HERE: https://kids.nationalgeographic.com/geography/states
361,,Author Talk with Stephanie Fowler,8,https://delawarelibraries.libcal.com/event/17072452,,,,08/19/2026,2:00 p.m.,,,"Local author Stephanie L. Fowler will be discussing her latest book, Into the Night, which covers the 1968 murders of Wicomico County Sheriff Samuel A. Graham and jailer Albert L. Kelly by a prisoner named Joseph J. Bartholomey, Jr. The shocking and sensational double homicide of a beloved sheriff and a hardworking jailer left many on Maryland's Eastern Shore devastated and heartbroken. Stephanie Fowler is a graduate of Washington College in Chestertown, Maryland and the winner of the 2001 Sophie Kerr Prize, the largest undergraduate literary award in the country. She won the award for a collection of creative nonfiction short stories about the Delmarva Peninsula. Into the Night is her third book."
361,,Blood on the Clocktower Social Deduction Game,,https://delawarelibraries.libcal.com/event/17167662,,,,08/19/2026,6:00 p.m.,,,"Join us Wednesday, August 19th, starting at 6PM for an evening of mystery, murder, and mayhem in this social deduction game for adults and teens 14+ and up to 15 players. Our storyteller will be Mr. Paul of the library. Blood on the Clocktower is a social deduction game with lying and deceit like Werewolf or Mafia. Each player will have a role with a different ability. The townsfolk's job is to find out who the demon and his minions are while the demon and his minions are trying to rid the town of townsfolk. The game is played in night and day stages. During the night, murder and information occur, that can be used during the day to try to identify who is playing as the demon, and eliminate them. Please register so we know we have enough people. We need at least 6 people to hold the game. We will try to run at least two games. Each game could last longer than an hour depending on the amount of players. 9PM is the hard stopping point, but we may finish before. Please bring your own snacks. Water and some snacks will be provided. Here is a video…"
361,,Preschool Craft Time,11,https://delawarelibraries.libcal.com/event/16897142,,,,08/19/2026,10:30 a.m.,,,* All children must be accompanied by an adult or guardian*
